Symbols (Linear Β),,,,Transliteration (Latin),,,,,,Pronunciation (Greek),,,,,,,,Pronunciation (English),,,,,Translation (English),
Ψ-Υ-C,,,,da-i-qo-ta,,,,,,Δαιπόντας,,,,,,,,Daipontas,,,,,personal name,
Ψ[1+,,,,da-i-ta-ra-ro,,,,,,Δαίτραρος,,,,,,,,Daitraros,,,,,personal name,
ο+,,,,da-ja-ro,,,,,,Δαίαρος,,,,,,,,Daiaros,,,,,personal name,
αι+,,,,da-ma-te,,,,,,Δάματερ,,,,,,,,Damater,,,,,goddess' s name (>Demeter),
αι+,,,,da-ma-te/ du-ma-te,,,,,,δάματες/ δύματες,,,,,,,,damates/ dymates,,,,,related to 'damos' (family groups?),
VΥΊ,,,,da-mi-ni-jo,,,,,,Δάμνιος,,,,,,,,Damnios,,,,,ethnic name of 'Damnos',
Ξ)(,,,,da-mo,,,,,,δάμος (>δήμος),,,,,,,,damos (>deimos),,,,,municipality,
Ξ}rcr+,,,,da-mo-ko-ro,,,,,,δάμοκλος,,,,,,,,damoklos,,,,,official title,
ΨίΊ,,,,da-pu 2-ri-to- (j)o,,,,,,δαφυρίνθοιο (>λαβύρινθος),,,,,,,,daphurinthoio (>lavyrinthos),,,,,(of the) labyrinth,
+,,,,da-ro,,,,,,Δάρων,,,,,,,,Daron,,,,,personal name,
HJJ+,,,,da-ta-ja-ro,,,,,,Δαταίαρος,,,,,,,,Dataiaros,,,,,personal name,
,,,,da-wi-ja/ da-wi-jo,,,,,,ΔαFία/ ΔάFιος,,,,,,,,Davia/Davios,,,,,ethnic name of 'Dafos/Dafοη',
zrm,,,,da-we-u-pi/ da-wo,,,,,,ΔαFεύφι/ ΔάFος/ΔάFων,,,,,,,,Daveuphi Dafos/Dafon,,,,,place name,
χ,,,,-de,,,,,,-δε,,,,,,,,-de,,,,,"not, οη the other side",
χ,,,,-de,,,,,,-δε,,,,,,,,-de,,,,,allative/ demonstrative,
XXis,,,,de-de-me-no,,,,,,δεδεμένος,,,,,,,,dedemenos,,,,,bound,
χ ο,,,,de-di-ku-ja,,,,,,δεδικύια (>διδάσκω),,,,,,,,dedikyia (>didasko),,,,,"being apprenticing (see also
'didaskalei')",
χlίϊ,,,,de-do-me-na,,,,,,δεδομένα (δίδωμι>δίδω),,,,,,,,dedomena (didomi>dido),,,,,(things) being offered,
χΕΘΥί,,,,de-ka-sa-to,,,,,,δέξατο (δέχομαι),,,,,,,,deksato dexomai,,,,,to be accepted,
χΨΒCΨ,,,,de-ku-tu-wo- ko,,,,,,δεκτυFοργός,,,,,,,,dektyvorgos,,,,,maker of nets,
xiu+,,,,de-me-o-te,,,,,,δεμέοντες (δέμω),,,,,,,,demeontes (demo),,,,,they who build,
χVΥΊ1,,,,de-mi-ni-a,,,,,,δέμνια,,,,,,,,demnia,,,,,bedsteads,
";.ΔΙ-U-UU
)\ Τ Λ 1",,,,de-qo-no,,,,,,δείπνον,,,,,,,,deipnon,,,,,"dinner, meal",
χf ίCΨ,,,,de-re-u-ko,,,,,,δλεύκος,,,,,,,,dleukos,,,,,must (of wine),
χf=(Ξ}(,,,,de-so-mo,,,,,,δεσμοίς (δεσμός),,,,,,,,desmois (desmos),,,,,(with) straps,
χίΕ9Ί,,,,de-u-ka-ri-jo,,,,,,Δευκαλίων,,,,,,,,Deukalion,,,,,personal name,
rxrm,,,,de-u-ki-jo-jo,,,,,,Δευκίοιο (Δεύκιος),,,,,,,,Deukioio (Deukios),,,,,month name,
χΖ+Ί\ Ψο,,,,de-we-ro-ai- ko-ra-i-ja,,,,,,δεFροαιχωραίαι (='ενδο-χώρα'),,,,,,,,devroaihoraiai (='hither-lands '),,,,,place name (compare to 'peraiaihoraiai'),
Εθf,,,,di-da-ka-re,,,,,,διδασκάλει (διδάσκαλος),,,,,,,,didaskalei (didaskalos),,,,,"at the place of the practitioner
(see also 'dedikyia')",
E9Cx,,,,di-ka-ta-de,,,,,,Δίκτανδε (Δίκτα> Δίκτη),,,,,,,,Diktande (Dikta> Dikte),,,,,place name (mountain),
ΕΘu,,,,di-ka-ta-jo,,,,,,Δικταίος,,,,,,,,Diktaios,,,,,epithet of god Zeus,
cnro,,,,di-ko-na-re-ja,,,,,,Δικονάρεια,,,,,,,,Dikonareia,,,,,personal name (fem.),
cn+,,,,di-ko-na-ro,,,,,,Δικόναρος,,,,,,,,Dikonaros,,,,,personal name,
+,,,,di-pa,,,,,,δίπας (>δέπας),,,,,,,,dipas (>depas),,,,,a kind of cup,
rlf Ί,,,,"di-pi-se-wi-jo/ di-pi-si-je-wi-
JO",,,,,,ΔιψιέFιος,,,,,,,,Dipsievios,,,,,person from 'Dipsos'  (same as next),
r!W\O,,,,di-pi-si-ja/ di-pi-si-jo,,,,,,Διψία/Δίψιος,,,,,,,,Dipsia/Dipsios,,,,,ethnic name of 'Dipsos',
(lf (ψ,,,,di-pi-so-i,,,,,,Διψώι (Διψός),,,,,,,,Dipso'i (Dipsos),,,,,place name,
lb,,,,di-pte-ra,,,,,,δίπτερα,,,,,,,,diptera,,,,,leather hide (>,
,,,,,,,,,,,,,,,,,,,,,,,writing material),
ϊb+,,,,di-pte-ra-po-ro,,,,,,διπτεραφόρος,,,,,,,,dipteraphoros,,,,,ceremonial title,
l!r,,,,di-ri-mi-jo,,,,,,Δριμίος,,,,,,,,Drimios,,,,,god's name,
+,,,,di-ro,,,,,,Διρός,,,,,,,,Diros,,,,,place name,
ίD,,,,"di-u-ja/ di-wi- ja/
di-wi-je-ja",,,,,,Διυία/ΔιFία,,,,,,,,Diyia/Divia,,,,,"priestess of god Zeus/
goddess' s name",
rrn,,,,"di-u-ja-jo/
di-wi-ja-jo-de/ di-wi-ja-wo",,,,,,Διυαίον/ ΔιFιαίονδε,,,,,,,,Diyaion/ Diyiaionde,,,,,sanctuary dedicated to Diyia,
ίΟΒ,,,,di-u-ja-wo,,,,,,ΔιυάFων,,,,,,,,Diyafon,,,,,personal name/ priest of 'Difia',
ίΊ,,,,di-u-jo/ di-wi-jo,,,,,,Διύος/ΔιFίος,,,,,,,,Dyios/Divios,,,,,belonging to god Zeus,
2,,,,di-we/ di-wo,,,,,,ΔιFεί/ΔιFός (Ζευς/>Δίας),,,,,,,,Divei/Divos (Zeus/> Dias),,,,,god' s name (god Zeus),
+,,,,di-wi-ja-me-ro,,,,,,δFιάμερον (>διήμερον),,,,,,,,dyiameron (>dyimeron),,,,,two day period,
"m
1                   .",,,,di-wi-ja-ta,,,,,,ΔιFιαταί,,,,,,,,Diviatai,,,,,ethnic/place name,
cr\XI,,,,di-wi-je-u/ di-wi-je-we,,,,,,ΔιFιεύς,,,,,,,,Divieus,,,,,personal name/ priest of god Zeus,
cr\Ί,,,,"di-wi-jo/
di-wi-jo-de/ di-wi-jo-jo",,,,,,ΔιFίον,,,,,,,,Divion,,,,,sanctuary dedicated to Zeus,
mι B_,,,,di-wo,,,,,,ΔίFων,,,,,,,,Difon,,,,,personal name,
ΒΨΖ,,,,di-wo-i-je-we,,,,,,Διός ΙεFεί,,,,,,,,Dios Ievei,,,,,'to the Son of Zeus',
Βγr=ιτ,,,,di-wo-ni-so-jo,,,,,,"ΔιFονυσοίο (ΔιFόνυσος
>Διόνυσος)",,,,,,,,"Divonysoio (Divonysos
>Dionysos)",,,,,god's  name (god Dionysus),
Ιχ,,,,do-de,,,,,,δόνδε (>δώ),,,,,,,,donde (>do),,,,,"refeπing to the
>δόμος= house, dwelling",
Ι,,,,do-e-ra,,,,,,δοέλα (>δούλη),,,,,,,,doela (>doule),,,,,slave (fem.),
ΙΑ+,,,,do-e-ro,,,,,,δοέλος (>δούλος),,,,,,,,doelos (>doulos),,,,,slave (masq.),
ΙΑ+Ψ,,,,do-e-ro-i,,,,,,δοέλοι (>δούλοι),,,,,,,,doeloi (>douloi),,,,,slaves (masq. plur.),
1 [,,,,do-po-ta,,,,,,Δοσπότα,,,,,,,,Dospota,,,,,goddess' s name,
Ι§ο,,,,do-qe-ja/ do-qe-u,,,,,,δορπεία/ δορπεύς,,,,,,,,dorpeia/ dorpeus,,,,,δόρπον= supper/ Δορπία= name of feast,
lb,,,,do-ra,,,,,,δώρα,,,,,,,,dora,,,,,gifts,
1  2,,,,do-ri-je-we,,,,,,ΔωριέFει/ ΔωριέFες (Δωριεύς),,,,,,,,Dorievei/ Dorieves (Dorieus),,,,,ethnic/personal name,
Ι+ίί,,,,do-ro-me-u,,,,,,Δρομεύς,,,,,,,,Dromeus,,,,,personal name,
11,,,,"do-se/
do-so-si/ di-do-si",,,,,,δώσει/ δώσονσι/ δίδονσι (>δίδω),,,,,,,,dosei/ dosonsi/ didonsi (>dido),,,,,to give,
1r:1Ξ}r,,,,do-so-mo,,,,,,δοσμοί (δοσμός),,,,,,,,dosmoi (dosmos),,,,,offerings,
ΙΖΊ,,,,do-we-jo,,,,,,δορFείος,,,,,,,,dorfeios,,,,,made of wood,
mαι,,,,du-ma/ du-ma-te,,,,,,δύμας/ δύματες,,,,,,,,dymas/ dymates,,,,,official/religious title (see also 'damates'),
Π\ΥΊ,,,,"du-ni-jo
du-ni-jo-jo",,,,,,Δύνιος/ Δυνίοιο,,,,,,,,Dynios/ Dynioio,,,,,personal name,
Π\fί,,,,du-re-u,,,,,,Δυρεύς,,,,,,,,Dyreus,,,,,personal name,
mliΞ)r,,,,du-ru-to-mo,,,,,,δρυτόμος,,,,,,,,drytomos,,,,,lumberjack,
[\[;={,,,,du-ta-so,,,,,,Δύτασος,,,,,,,,Dytasos,,,,,personal name,
KViu,,,,du-wo-jo-jo,,,,,,ΔυFοίοιο (ΔυFοίος),,,,,,,,Dyfoioio (Dyfoios),,,,,personal name,
[VJiffi,,,,du-wo-u-pi,,,,,,δυFούπι (δύο),,,,,,,,dywoupi (dyo),,,,,consisting of two (see also  'dwo'),
KVJZ,,,,du-wo-we,,,,,,δυFώFεις,,,,,,,,dywofeis,,,,,"with two 'ears,' handles",
Ε,,,,dwo/ dwo-jo,,,,,,δFο/δυFό (δύο),,,,,,,,dwo/dywo (dyo),,,,,two,
,,,,,,,,,,,,,,,,,,,,,,,,
Α,,,,"e-da-e-u/
e-da-e-wo",,,,,,Εδαεύς,,,,,,,,Edaeus,,,,,personal name,
ΑΙίΨί,,,,"e-do-me-ne-u/
e-do-mo- ne-we",,,,,,Ειδομενεύς,,,,,,,,Eidomeneus,,,,,personal name,
\,,,,"e-e-si/
e-ne-e-sι",,,,,,έενσι/ ενέενσι (ειμί/ενειμί),,,,,,,,"eensi/ eneensι
(eimi/eneimi)",,,,,they/there are,
,,,,e-ka-ma-pi/ e-ka-ma-te,,,,,,έγμαφι/ εγμάτει (έγμα),,,,,,,,egmaphi/ egmatei (egma),,,,,stay,
b,,,,e-ka-ra,,,,,,εσχάρα,,,,,,,,eshara,,,,,griddle,
bAZ,,,,e-ka-ra-e-we,,,,,,εγγραέFεις (γράω;),,,,,,,,engraeveιs (grao?),,,,,description of rarns (γράω= to eat),
Hm,,,,"e-ke/
e-ke-e/ e-ko-si",,,,,,"έχει/
έχεεν (>έχειν)/ έχονσι (>έχουσι)",,,,,,,,"ehei/
eheen (>ehein)/ ehonsi (>ehousi)",,,,,"he has/ to have/
they have",
AffiΞ)r,,,,e-ke-da-mo,,,,,,Εχέδαμος/ Εχεδάμων,,,,,,,,Ehedamos/ Ehedamon,,,,,personal name,
Hm fl,,,,e-ke-jo-to,,,,,,εγκείοντοι (έγκειμαι),,,,,,,,egkeiontoi (egkeimai),,,,,they are included,
Affi x,,,,e-ke-me-de,,,,,,Εχεμήδης,,,,,,,,Ehemedes,,,,,personal name,
AffiΠB,,,,"e-ke-ra2-wo/
e-ke-ra2-wo-ne",,,,,,ΕχελιάFων,,,,,,,,Ehelyafon,,,,,personal name,
Affi+,,,,e-ke-ro,,,,,,Έγχερος,,,,,,,,Enheros,,,,,personal name,
HmfTs,,,,e-ke-ro-qo-no,,,,,,εγχερόπονοι,,,,,,,,enheroponoi,,,,,wage earners (>έγχερον= wage+ πόνος= labor),
Av1,,,,"e-ki-no/
e-ki-no-jo",,,,,,Εχίνος/Εργίνος,,,,,,,,Ehinos/Erginos,,,,,personal name,
,,,,"e-ko/
e-ko-te",,,,,,έχων/ έχοντες,,,,,,,,ehon/ ehontes,,,,,having (see also 'ehei'),
,,,,"e-ko/
e-ke-si",,,,,,έγχος/ έγχενσι,,,,,,,,enhos/ enhensi,,,,,spear,
ίϊΟJ,,,,e-ko-me-na-ta- ο,,,,,,Ερχομενάταο (Ερχομενάτας),,,,,,,,Erhomenatao (Erhomenatas),,,,,personal name,
j s,,,,e-ko-me-no,,,,,,Ερχομενός (>Ορχομενός),,,,,,,,Erhomenos (>Orhomenos),,,,,place name,
ι,,,,"e-ko-so/
e-ko-so-no",,,,,,Εξών/ Εξώνος,,,,,,,,"Εχοη/
Exonos",,,,,place name,
ΙΒCΨ,,,,e-ko-so-wo-ko,,,,,,εξωFοργοί,,,,,,,,eksovorgoi,,,,,'outside workers',
,,,,,,,,,,,,,,,,,,,,,,,(compare to 'entosνorgoi '),
AfF,,,,e-ko-to,,,,,,Έκτωρ,,,,,,,,Ector,,,,,personal name (Hector),
ffilZ,,,,e-ku-se-we(- qe),,,,,,εγχυσήFες (>εγχέω),,,,,,,,enhyseves (>enheo= to pour in),,,,,'funnels' (>εγχέω= to pour in),
i,,,,e-ma-a2,,,,,,Ερμάhαι (Ερμάhας> Ερμής),,,,,,,,Ermahai (Ermahas> Ermes),,,,,(related to) god Hermes,
Αί,,,,e-me,,,,,,εμεί (>ενί),,,,,,,,emeι (>eni),,,,,with one,
Αίί,,,,e-mi-to,,,,,,εμμίσθων (έμμισθος),,,,,,,,emisthon (emisthos),,,,,"in pay, hired",
Αϊ+,,,,e-na-po-ro,,,,,,Ενάπλους,,,,,,,,Enaplous,,,,,place name,
ΑΨΕ9,,,,e-ne-ka,,,,,,ένεκα,,,,,,,,eneka,,,,,because of,
ΑΨ\ uΨ,,,,e-ne-si-da-o-ne,,,,,,Ενεσιδάονει (Ενεσιδάων),,,,,,,,Enesidaonei (Enesidaon),,,,,epithet of god Poseidon  (='earth- shaker'),
ΑΨΒ,,,,e-ne-wo-,,,,,,εwεFο-,,,,,,,,ennevo-,,,,,ηιηe-,
AΨBDf,,,,e-ne-wo-pe-za,,,,,,εννεFόπεζα,,,,,,,,ennevopeza,,,,,(table) with nine legs,
ΑΥ+=Ι=Ζ,,,,e-ni-pa-te-we,,,,,,ΕνιπατεύFει (Ενιπατεύς),,,,,,,,Enipatevei (Enipateus),,,,,place name,
FιΙΊ,,,,"e-nu-wa-ri-jo/
. .
e-nwa-n-Jo",,,,,,ΕνυFάλιος,,,,,,,,Enyfalios,,,,,god's name,
ffi,,,,e-o,,,,,,εών (ειμί),,,,,,,,eon (eimi),,,,,being/existing,
,,,,e-pi/o-pi,,,,,,επi/οπί,,,,,,,,epi/opi,,,,,towards/on top,
Ί ί,,,,e-pi-di-da-to,,,,,,επιδίδαστοι (επιδίδωμι),,,,,,,,epididastoi (epididomi),,,,,distributed,
Α1Ό:,,,,e-pi-ja-ta,,,,,,Εφιάλτας,,,,,,,,Ephialtas,,,,,personal name,
AmliYD,,,,e-pi-ki-to-ni-ja,,,,,,επιχιτώνια,,,,,,,,epihitonia,,,,,kind of clothing (see also  'hiton'),
Alff B,,,,e-pi-ko-wo,,,,,,επίκορFοι,,,,,,,,epikorfoi,,,,,"observers, guards",
ZffiΊ,,,,e-pi-we-ti-ri-jo,,,,,,επιFέστριος,,,,,,,,epivestrios,,,,,kind of occupation (working with 'over-garments'),
tc,,,,e-pi-zo-ta,,,,,,επίζωστα,,,,,,,,epizosta,,,,,tied οη top,
ΑΙ'+,,,,e-qa-ro,,,,,,Έμβαρος,,,,,,,,Emvaros,,,,,personal name,
\Ί,,,,"e-qe-si-jo/
. .
e-qe-sι-J a",,,,,,επέσιος/επέσια,,,,,,,,epesios/epesia,,,,,related to the 'epetas',
[,,,,"e-qe-ta/
e-qe-ta-e/ e-qe-ta-i",,,,,,επέτας,,,,,,,,epetas,,,,,"official title (=
'attendant')",
,,,,e-ra,,,,,,Έρα,,,,,,,,Era,,,,,goddess' s name (Hera),
,,,,e-ra,,,,,,Έρα,,,,,,,,Era,,,,,place name,
,,,,e-ra-Ja,,,,,,Εραία,,,,,,,,Eraia,,,,,ethnic name of 'Era' (fem.),
Dίϊ,,,,e-ra-pe-me-na,,,,,,ερ(ρ)απμένα (>ερραμμένη> ραμμένη),,,,,,,,er(r)apmena (>erramene> ramene),,,,,sewed (fem.),
ίΨ,,,,e-ra-po (ri-me- ne),,,,,,Ελάφων (λιμένες),,,,,,,,Elaphon (limenes),,,,,place name (='port of the deers'),
,,,,,,,,,,,,,,,,,,,,,,,(see also 'limenes'),
[1,,,,e-ra-ta-ra,,,,,,Εράθρα,,,,,,,,Erathra,,,,,personal name (fem.),
=Ι=Ψ,,,,"e-ra-te-i/
e-ra-to-de",,,,,,Ελάτει/ Ελατόνδε (Ελατος),,,,,,,,Elatei/ Elatonde (Elatos),,,,,place name,
=Ι=ΨΊ,,,,e-ra-te-i-jo,,,,,,Ελάτειος,,,,,,,,Elateios,,,,,ethnic name of 'Elatos',
+rz,,,,e-ra-te-re-we/ e-ra-te-re-wa- pι,,,,,,ΕραθρέFει (ΕραθρέFα),,,,,,,,Erathrevei (Erathrefa),,,,,place name,
Β,,,,"e-ra-wo/
e-ra3-wo",,,,,,έλαιFον (>έλαιον),,,,,,,,elaiwon (>elaion),,,,,olive/essential oil,
Af A,,,,e-re-e/ e-re-1,,,,,,Ελέει (Ελος?),,,,,,,,Eleei (Elos?),,,,,place name (έλος= marsh),
Af A,,,,e-re-e,,,,,,ερέεν (>ερέττειν),,,,,,,,ereen (>erettein),,,,,to row,
Af,,,,e-re-e-u,,,,,,ερεύς,,,,,,,,ereus,,,,,"master rower, 'coxswain' (see also 'eretai')",
Arr,,,,e-re-mo,,,,,,έρεμος/ερήμον,,,,,,,,eremos/eremon,,,,,place deserted/ isolated,
Af +,,,,"e-re-pa/
e-re-pa-te/
e-re-pa-te-ja- pi/
e-re-pa-te-jo/ e-re-pa-to",,,,,,ελέφας/ ελεφάντει/ ελεφαντειάφι/ ελεφάντειος/ ελέφαντος,,,,,,,,elephas elephantei elephanteiaphi/ elephanteios/ elephantos,,,,,elephant (implying ivory),
Af C,,,,"e-re-ta/
e-re-ta-o",,,,,,ερέται/ερετάων (ερέτας),,,,,,,,eretai/eretaon (eretas),,,,,rowers,
Af=l=b,,,,"e-re-u-te-ra/
e-re-u-te-ro",,,,,,ελευθέρα/ ελεύθερος,,,,,,,,eleuthera/ eleutheros,,,,,'deliνered '/free,
Afi=l=f,,,,e-re-u-te-re,,,,,,Ελευθέρει (Ελευθέραι;),,,,,,,,Eleutherei (Eleutherai?),,,,,place name?,
Afi=l=ii,,,,e-re-u-te-ro-se,,,,,,ελευθέρωσε( εν) (>ελευθερώ),,,,,,,,eleutherose( en) (>eleuthero),,,,,to set free/ to deliver,
Afim:J,,,,e-re-u-ti-ja,,,,,,Ελευθία,,,,,,,,Eleutheia,,,,,goddess' s name (= 'Deliνerer'),
Ε9,,,,"e-ri-ka/
e-ri-ka-we-e",,,,,,"ελίκας
(ελίκα> ελίκη)",,,,,,,,"elikas
(elika> elike)",,,,,willow tree,
mf 2,,,,e-ri-ke-re-we,,,,,,ΕρικλέFει( ς) (Ερικλεύς),,,,,,,,Eriklevei(s) (Erikleus),,,,,personal name,
ΑCΨΒ,,,,e-ri-ko-wo,,,,,,ΕρίκορFος,,,,,,,,Erikorfos,,,,,personal name,
ι ι,,,,"e-ri-nu /
e-n-nu-we",,,,,,Ερινύς,,,,,,,,Erinys,,,,,goddess' s name,
AC,,,,e-ri-ta,,,,,,Έριθα,,,,,,,,Eritha,,,,,personal name (fem.),
Α+αιί,,,,e-ro-ma-to,,,,,,Ελόμανθος (>Ερύμανθος),,,,,,,,"Elomanthos
(>Erymanthos)",,,,,place name,
Mffio,,,,e-ro-pa-ke-ja,,,,,,ελλοφάγεια,,,,,,,,ellophagia,,,,,game (hunting),
MmC,,,,e-ro-pa-ke-ta/ e-ro-pa-ke-u,,,,,,ελλοφαγέτας/ ελλοφαγεύς,,,,,,,,ellophagetas/ ellophageus,,,,,(deer) hunter (ελλός= young deer),
AlVYD,,,,"e-ru-m     . .
1-n1-Ja",,,,,,ελύμνιαι,,,,,,,,elymniai,,,,,roof beams,
AlCb,,,,e-ru-ta-ra,,,,,,ερυθρά,,,,,,,,erythra,,,,,red,
AlCb,,,,e-ru-ta-ra,,,,,,Ερύθρας,,,,,,,,Erythras,,,,,personal name,
ΗΊΙ+,,,,e-ru-to-ro,,,,,,Ερυθρός,,,,,,,,Erythros,,,,,personal name (= red),
AYf,,,,". .
e-sa-re-wι-Ja",,,,,,ΕσαλέFια,,,,,,,,Esalevia,,,,,ethnic name of 'Esalos',
ΑΥf ί,,,,"e-sa-re-u/
e-sa-re-we/ e-sa-ro",,,,,,Εσαλεύς/Εσαλος,,,,,,,,Esaleus/Esalos,,,,,place name,
ACXJ,,,,e-ta-je-u,,,,,,Εταγεύς,,,,,,,,Etageus,,,,,place name,
ΑΙ]ψj,,,,"e-ta-wo-ne-u/
e-ta-wo-ne-we/ e-ta-wo-ne-wo",,,,,,ΕταFονεύς,,,,,,,,Etavoneus,,,,,personal name,
Α=Ι=,,,,e-te,,,,,,ένθεν,,,,,,,,enthen,,,,,(from) inside,
Α=Ι=ΙΞ)r,,,,e-te-do-mo,,,,,,(e-te)δόμος,,,,,,,,(e-te)domos,,,,,profession (δόμος= house),
A=l=Fιl,,,,e-te-wa,,,,,,ΕτέFας,,,,,,,,Etevas,,,,,personal name,
A=l=Bffif fιlΨΊ,,,,"e-te-wo-ke-re-
. .
we+JO",,,,,,ΕτεFοκλέFειος (>Ετεόκλιος),,,,,,,,Eteoklevios (Eteoklios),,,,,'son of Eteokleus',
ΜfιΙ,,,,e-ti-we,,,,,,(e-ti-)Fεν,,,,,,,,(e-ti-)fen,,,,,proνided with 'e- ti?',
Aivo,,,,e-to-ki-ja,,,,,,εντοίχια,,,,,,,,entoihia,,,,,fittings for insertion in walls,
ΑίΥΊ,,,,e-to-ni-jo,,,,,,ετώνιον,,,,,,,,etonion,,,,,free-hold,
Ai+l'C,,,,e-to-ro-qa-ta,,,,,,εντροπάται (>τροπωτήρ),,,,,,,,entropatai (>tropoter),,,,,oar-thongs,
ΑίΒCΨ,,,,e-to-wo-ko,,,,,,εντοσFοργοί,,,,,,,,entosvorgoi,,,,,'inside workers' (see aslo 'eksovorgoi'),
Αί Ξ)r,,,,e-u-da-mo,,,,,,Εύδαμος,,,,,,,,Eudamos,,,,,personal name,
ΑίχΖ+,,,,e-u-de-we-ro,,,,,,ΕυδείFελος,,,,,,,,Eudeivelos,,,,,place name,
f s,,,,e-u-do-no,,,,,,Εύδονος,,,,,,,,Eudonos,,,,,personal name,
mί,,,,e-u-ke-to,,,,,,εύχετοι (εύχομαι),,,,,,,,euhetoi (eflιomai),,,,,he/she wishes,
CΨί1,,,,e-u-ko-me-no,,,,,,Ευχόμενος,,,,,,,,Euhomenos,,,,,personal name,
ίχ,,,,e-u-me-de,,,,,,Ευμέδης,,,,,,,,Eumedes,,,,,personal name,
ίΨ,,,,e-u-me-ne,,,,,,Ευμένης,,,,,,,,Eumenes,,,,,personal name,
ί[,,,,e-u-me-ta,,,,,,Ευμέτας,,,,,,,,Eumetas,,,,,personal name,
